384;0000000110000000;0000000110000000000110111011111
385;0000000110000001;0000000110000001000001001110000
386;0000000110000010;0000000110000010001001010000001
387;0000000110000011;0000000110000011001110100101110
388;0000000110000100;0000000110000100011001101100011
389;0000000110000101;0000000110000101011110011001100
390;0000000110000110;0000000110000110010110000111101
391;0000000110000111;0000000110000111010001110010010
392;0000000110001000;0000000110001000111000010100111
393;0000000110001001;0000000110001001111111100001000
394;0000000110001010;0000000110001010110111111111001
395;0000000110001011;0000000110001011110000001010110
396;0000000110001100;0000000110001100100111000011011
397;0000000110001101;0000000110001101100000110110100
398;0000000110001110;0000000110001110101000101000101
399;0000000110001111;0000000110001111101111011101010
400;0000000110010000;0000000110010000111100010000000
401;0000000110010001;0000000110010001111011100101111
402;0000000110010010;0000000110010010110011111011110
403;0000000110010011;0000000110010011110100001110001
404;0000000110010100;0000000110010100100011000111100
405;0000000110010101;0000000110010101100100110010011
406;0000000110010110;0000000110010110101100101100010
407;0000000110010111;0000000110010111101011011001101
408;0000000110011000;0000000110011000000010111111000
409;0000000110011001;0000000110011001000101001010111
410;0000000110011010;0000000110011010001101010100110
411;0000000110011011;0000000110011011001010100001001
412;0000000110011100;0000000110011100011101101000100
413;0000000110011101;0000000110011101011010011101011
414;0000000110011110;0000000110011110010010000011010
415;0000000110011111;0000000110011111010101110110101
416;0000000110100000;0000000110100000110100011001110
417;0000000110100001;0000000110100001110011101100001
418;0000000110100010;0000000110100010111011110010000
419;0000000110100011;0000000110100011111100000111111
420;0000000110100100;0000000110100100101011001110010
421;0000000110100101;0000000110100101101100111011101
422;0000000110100110;0000000110100110100100100101100
423;0000000110100111;0000000110100111100011010000011
424;0000000110101000;0000000110101000001010110110110
425;0000000110101001;0000000110101001001101000011001
426;0000000110101010;0000000110101010000101011101000
427;0000000110101011;0000000110101011000010101000111
428;0000000110101100;0000000110101100010101100001010
429;0000000110101101;0000000110101101010010010100101
430;0000000110101110;0000000110101110011010001010100
431;0000000110101111;0000000110101111011101111111011
432;0000000110110000;0000000110110000001110110010001
433;0000000110110001;0000000110110001001001000111110
434;0000000110110010;0000000110110010000001011001111
435;0000000110110011;0000000110110011000110101100000
436;0000000110110100;0000000110110100010001100101101
437;0000000110110101;0000000110110101010110010000010
438;0000000110110110;0000000110110110011110001110011
439;0000000110110111;0000000110110111011001111011100
440;0000000110111000;0000000110111000110000011101001
441;0000000110111001;0000000110111001110111101000110
442;0000000110111010;0000000110111010111111110110111
443;0000000110111011;0000000110111011111000000011000
444;0000000110111100;0000000110111100101111001010101
445;0000000110111101;0000000110111101101000111111010
446;0000000110111110;0000000110111110100000100001011
447;0000000110111111;0000000110111111100111010100100
448;0000000111000000;0000000111000000100100001010010
449;0000000111000001;0000000111000001100011111111101
450;0000000111000010;0000000111000010101011100001100
451;0000000111000011;0000000111000011101100010100011
452;0000000111000100;0000000111000100111011011101110
453;0000000111000101;0000000111000101111100101000001
454;0000000111000110;0000000111000110110100110110000
455;0000000111000111;0000000111000111110011000011111
456;0000000111001000;0000000111001000011010100101010
457;0000000111001001;0000000111001001011101010000101
458;0000000111001010;0000000111001010010101001110100
459;0000000111001011;0000000111001011010010111011011
460;0000000111001100;0000000111001100000101110010110
461;0000000111001101;0000000111001101000010000111001
462;0000000111001110;0000000111001110001010011001000
463;0000000111001111;0000000111001111001101101100111
464;0000000111010000;0000000111010000011110100001101
465;0000000111010001;0000000111010001011001010100010
466;0000000111010010;0000000111010010010001001010011
467;0000000111010011;0000000111010011010110111111100
468;0000000111010100;0000000111010100000001110110001
469;0000000111010101;0000000111010101000110000011110
470;0000000111010110;0000000111010110001110011101111
471;0000000111010111;0000000111010111001001101000000
472;0000000111011000;0000000111011000100000001110101
473;0000000111011001;0000000111011001100111111011010
474;0000000111011010;0000000111011010101111100101011
475;0000000111011011;0000000111011011101000010000100
476;0000000111011100;0000000111011100111111011001001
477;0000000111011101;0000000111011101111000101100110
478;0000000111011110;0000000111011110110000110010111
479;0000000111011111;0000000111011111110111000111000
480;0000000111100000;0000000111100000010110101000011
481;0000000111100001;0000000111100001010001011101100
482;0000000111100010;0000000111100010011001000011101
483;0000000111100011;0000000111100011011110110110010
484;0000000111100100;0000000111100100001001111111111
485;0000000111100101;0000000111100101001110001010000
486;0000000111100110;0000000111100110000110010100001
487;0000000111100111;0000000111100111000001100001110
488;0000000111101000;0000000111101000101000000111011
489;0000000111101001;0000000111101001101111110010100
490;0000000111101010;0000000111101010100111101100101
491;0000000111101011;0000000111101011100000011001010
492;0000000111101100;0000000111101100110111010000111
493;0000000111101101;0000000111101101110000100101000
494;0000000111101110;0000000111101110111000111011001
495;0000000111101111;0000000111101111111111001110110
496;0000000111110000;0000000111110000101100000011100
497;0000000111110001;0000000111110001101011110110011
498;0000000111110010;0000000111110010100011101000010
499;0000000111110011;0000000111110011100100011101101
500;0000000111110100;0000000111110100110011010100000
501;0000000111110101;0000000111110101110100100001111
502;0000000111110110;0000000111110110111100111111110
503;0000000111110111;0000000111110111111011001010001
504;0000000111111000;0000000111111000010010101100100
505;0000000111111001;0000000111111001010101011001011
506;0000000111111010;0000000111111010011101000111010
507;0000000111111011;0000000111111011011010110010101
508;0000000111111100;0000000111111100001101111011000
509;0000000111111101;0000000111111101001010001110111
510;0000000111111110;0000000111111110000010010000110
511;0000000111111111;0000000111111111000101100101001
512;0000001000000000;0000001000000000001001011010100
513;0000001000000001;0000001000000001001110101111011
514;0000001000000010;0000001000000010000110110001010
515;0000001000000011;0000001000000011000001000100101
516;0000001000000100;0000001000000100010110001101000
517;0000001000000101;0000001000000101010001111000111
518;0000001000000110;0000001000000110011001100110110
519;0000001000000111;0000001000000111011110010011001
520;0000001000001000;0000001000001000110111110101100
521;0000001000001001;0000001000001001110000000000011
522;0000001000001010;0000001000001010111000011110010
523;0000001000001011;0000001000001011111111101011101
524;0000001000001100;0000001000001100101000100010000
525;0000001000001101;0000001000001101101111010111111
526;0000001000001110;0000001000001110100111001001110
527;0000001000001111;0000001000001111100000111100001
528;0000001000010000;0000001000010000110011110001011
529;0000001000010001;0000001000010001110100000100100
530;0000001000010010;0000001000010010111100011010101
531;0000001000010011;0000001000010011111011101111010
532;0000001000010100;0000001000010100101100100110111
533;0000001000010101;0000001000010101101011010011000
534;0000001000010110;0000001000010110100011001101001
535;0000001000010111;0000001000010111100100111000110
536;0000001000011000;0000001000011000001101011110011
537;0000001000011001;0000001000011001001010101011100
538;0000001000011010;0000001000011010000010110101101
539;0000001000011011;0000001000011011000101000000010
540;0000001000011100;0000001000011100010010001001111
541;0000001000011101;0000001000011101010101111100000
542;0000001000011110;0000001000011110011101100010001
543;0000001000011111;0000001000011111011010010111110
544;0000001000100000;0000001000100000111011111000101
545;0000001000100001;0000001000100001111100001101010
546;0000001000100010;0000001000100010110100010011011
547;0000001000100011;0000001000100011110011100110100
548;0000001000100100;0000001000100100100100101111001
549;0000001000100101;0000001000100101100011011010110
550;0000001000100110;0000001000100110101011000100111
551;0000001000100111;0000001000100111101100110001000
552;0000001000101000;0000001000101000000101010111101
553;0000001000101001;0000001000101001000010100010010
554;0000001000101010;0000001000101010001010111100011
555;0000001000101011;0000001000101011001101001001100
556;0000001000101100;0000001000101100011010000000001
557;0000001000101101;0000001000101101011101110101110
558;0000001000101110;0000001000101110010101101011111
559;0000001000101111;0000001000101111010010011110000
560;0000001000110000;0000001000110000000001010011010
561;0000001000110001;0000001000110001000110100110101
562;0000001000110010;0000001000110010001110111000100
563;0000001000110011;0000001000110011001001001101011
564;0000001000110100;0000001000110100011110000100110
565;0000001000110101;0000001000110101011001110001001
566;0000001000110110;0000001000110110010001101111000
567;0000001000110111;0000001000110111010110011010111
568;0000001000111000;0000001000111000111111111100010
569;0000001000111001;0000001000111001111000001001101
570;0000001000111010;0000001000111010110000010111100
571;0000001000111011;0000001000111011110111100010011
572;0000001000111100;0000001000111100100000101011110
573;0000001000111101;0000001000111101100111011110001
574;0000001000111110;0000001000111110101111000000000
575;0000001000111111;0000001000111111101000110101111
576;0000001001000000;0000001001000000101011101011001
577;0000001001000001;0000001001000001101100011110110
578;0000001001000010;0000001001000010100100000000111
579;0000001001000011;0000001001000011100011110101000
580;0000001001000100;0000001001000100110100111100101
581;0000001001000101;0000001001000101110011001001010
582;0000001001000110;0000001001000110111011010111011
583;0000001001000111;0000001001000111111100100010100
584;0000001001001000;0000001001001000010101000100001
585;0000001001001001;0000001001001001010010110001110
586;0000001001001010;0000001001001010011010101111111
587;0000001001001011;0000001001001011011101011010000
588;0000001001001100;0000001001001100001010010011101
589;0000001001001101;0000001001001101001101100110010
590;0000001001001110;0000001001001110000101111000011
591;0000001001001111;0000001001001111000010001101100
592;0000001001010000;0000001001010000010001000000110
593;0000001001010001;0000001001010001010110110101001
594;0000001001010010;0000001001010010011110101011000
595;0000001001010011;0000001001010011011001011110111
596;0000001001010100;0000001001010100001110010111010
597;0000001001010101;0000001001010101001001100010101
598;0000001001010110;0000001001010110000001111100100
599;0000001001010111;0000001001010111000110001001011
600;0000001001011000;0000001001011000101111101111110
601;0000001001011001;0000001001011001101000011010001
602;0000001001011010;0000001001011010100000000100000
603;0000001001011011;0000001001011011100111110001111
604;0000001001011100;0000001001011100110000111000010
605;0000001001011101;0000001001011101110111001101101
606;0000001001011110;0000001001011110111111010011100
607;0000001001011111;0000001001011111111000100110011
608;0000001001100000;0000001001100000011001001001000
609;0000001001100001;0000001001100001011110111100111
610;0000001001100010;0000001001100010010110100010110
611;0000001001100011;0000001001100011010001010111001
612;0000001001100100;0000001001100100000110011110100
613;0000001001100101;0000001001100101000001101011011
614;0000001001100110;0000001001100110001001110101010
615;0000001001100111;0000001001100111001110000000101
616;0000001001101000;0000001001101000100111100110000
617;0000001001101001;0000001001101001100000010011111
618;0000001001101010;0000001001101010101000001101110
619;0000001001101011;0000001001101011101111111000001
620;0000001001101100;0000001001101100111000110001100
621;0000001001101101;0000001001101101111111000100011
622;0000001001101110;0000001001101110110111011010010
623;0000001001101111;0000001001101111110000101111101
624;0000001001110000;0000001001110000100011100010111
625;0000001001110001;0000001001110001100100010111000
626;0000001001110010;0000001001110010101100001001001
627;0000001001110011;0000001001110011101011111100110
628;0000001001110100;0000001001110100111100110101011
629;0000001001110101;0000001001110101111011000000100
630;0000001001110110;0000001001110110110011011110101
631;0000001001110111;0000001001110111110100101011010
632;0000001001111000;0000001001111000011101001101111
633;0000001001111001;0000001001111001011010111000000
634;0000001001111010;0000001001111010010010100110001
635;0000001001111011;0000001001111011010101010011110
636;0000001001111100;0000001001111100000010011010011
637;0000001001111101;0000001001111101000101101111100
638;0000001001111110;0000001001111110001101110001101
639;0000001001111111;0000001001111111001010000100010
640;0000001010000000;0000001010000000001011001100001
641;0000001010000001;0000001010000001001100111001110
642;0000001010000010;0000001010000010000100100111111
643;0000001010000011;0000001010000011000011010010000
644;0000001010000100;0000001010000100010100011011101
645;0000001010000101;0000001010000101010011101110010
646;0000001010000110;0000001010000110011011110000011
647;0000001010000111;0000001010000111011100000101100
648;0000001010001000;0000001010001000110101100011001
649;0000001010001001;0000001010001001110010010110110
650;0000001010001010;0000001010001010111010001000111
651;0000001010001011;0000001010001011111101111101000
652;0000001010001100;0000001010001100101010110100101
653;0000001010001101;0000001010001101101101000001010
654;0000001010001110;0000001010001110100101011111011
655;0000001010001111;0000001010001111100010101010100
656;0000001010010000;0000001010010000110001100111110
657;0000001010010001;0000001010010001110110010010001
658;0000001010010010;0000001010010010111110001100000
659;0000001010010011;0000001010010011111001111001111
660;0000001010010100;0000001010010100101110110000010
661;0000001010010101;0000001010010101101001000101101
662;0000001010010110;0000001010010110100001011011100
663;0000001010010111;0000001010010111100110101110011
664;0000001010011000;0000001010011000001111001000110
665;0000001010011001;0000001010011001001000111101001
